"customerid","tenure","monthlycharges","ltv"
"2642-DTVCO",9,"85.05","765.45"
"0374-IOEGQ",3,"44.6","133.8"
"4361-JEIVL",1,"44.4","44.4"
"3197-NNYNB",65,"105.1","6831.5"
"3396-DKDEL",70,"115.15","8060.50"
"1752-OZXFY",60,"59.8","3588.0"
"9066-QRSDU",69,"26.3","1814.7"
"9112-WSNPU",35,"70.55","2469.25"
"9867-NNXLC",22,"20.05","441.10"
"5321-NTRKC",66,"79.85","5270.10"
"1363-TXLSL",1,"70.3","70.3"
"9507-EXLTT",1,"79.35","79.35"
"3161-GETRM",34,"90.05","3061.70"
"0402-OAMEN",72,"24.45","1760.40"
"6933-VLYFX",31,"59.95","1858.45"
"6754-WKSHP",30,"25.35","760.50"
"9846-GKXAS",9,"90.8","817.2"
"6017-PPLPX",20,"70.45","1409.00"
"4976-LNFVV",19,"34.3","651.7"
"5055-MGMGF",65,"105.05","6828.25"
"4641-FROLU",30,"19.3","579.0"
"2862-JVEOY",6,"19.15","114.90"
"2969-QWUBZ",2,"51.4","102.8"
"9822-BIIGN",53,"71.85","3808.05"
"2077-MPJQO",7,"75.4","527.8"
"1534-OULXE",61,"49.7","3031.7"
"7136-RVDTZ",70,"45.25","3167.50"
"2971-SGAFL",13,"78.75","1023.75"
"1480-IVEVR",35,"81.6","2856.0"
"2905-KFQUV",2,"70.4","140.8"
"4581-SSPWD",3,"75.8","227.4"
"3370-HXOPH",3,"76.1","228.3"
"9391-YZEJW",62,"94","5828"
"9958-MEKUC",72,"103.95","7484.40"
"0281-CNTZX",63,"19.95","1256.85"
"6927-WTFIV",20,"71.3","1426.0"
"4118-CEVPF",35,"110.8","3878.0"
"3398-ZOUAA",21,"69.1","1451.1"
"9114-VEPUF",62,"96.1","5958.2"
"7876-BEUTG",15,"48.8","732.0"
"2338-BQEZT",55,"50.55","2780.25"
"9873-MNDKV",11,"44.65","491.15"
"0378-NHQXU",17,"88.25","1500.25"
"8241-JUIQO",61,"19.45","1186.45"
"2194-IIQOF",71,"89.3","6340.3"
"4512-ZUIYL",2,"70","140"
"9631-RXVJM",35,"19.25","673.75"
"9584-EXCDZ",17,"70.5","1198.5"
"7969-AULMZ",21,"97.35","2044.35"
"5093-FEGLU",47,"19.65","923.55"
"2621-UDNLU",3,"20.85","62.55"
"7526-IVLYU",3,"19.65","58.95"
"2428-HYUNX",44,"19.35","851.40"
"9214-EKVXR",1,"44","44"
"3410-MHHUM",44,"94.4","4153.6"
"0568-ONFPC",5,"25.9","129.5"
"0733-VUNUW",24,"55.65","1335.60"
"4550-EVXNY",1,"69.65","69.65"
"2122-YWVYA",18,"75.4","1357.2"
"2968-SSGAA",10,"100.6","1006.0"
"2296-DKZFP",65,"71","4615"
"4844-JJWUY",1,"86","86"
"6777-TGHTM",53,"106.95","5668.35"
"8909-BOLNL",3,"21.2","63.6"
"6603-YRDCJ",33,"61.05","2014.65"
"3538-WZPHD",3,"29.6","88.8"
"3229-USWAR",34,"79.95","2718.30"
"2138-VFAPZ",14,"19.7","275.8"
"6131-JLWZM",13,"20.3","263.9"
"4785-QRJHC",46,"59.9","2755.4"
"0269-XFESX",23,"24.35","560.05"
"1709-EJDOX",47,"19.75","928.25"
"4316-XCSLJ",17,"50.3","855.1"
"8610-WFCJF",49,"95.6","4684.4"
"9693-XMUOB",59,"50.25","2964.75"
"0383-CLDDA",69,"85.35","5889.15"
"4905-JEFDW",11,"41.6","457.6"
"2709-UQGNP",10,"51.65","516.50"
"3549-ZTMNH",12,"24","288"
"7881-INRLC",45,"100.85","4538.25"
"8033-ATFAS",39,"59.85","2334.15"
"1635-NZATJ",71,"25.45","1806.95"
"0562-HKHML",71,"23.9","1696.9"
"8277-RVRSV",33,"24.15","796.95"
"9943-VSZUV",67,"75.7","5071.9"
"0117-LFRMW",37,"40.2","1487.4"
"6172-FECYY",49,"84.5","4140.5"
"7054-ENNGU",9,"50.85","457.65"
"1455-HFBXA",52,"91.6","4763.2"
"9402-CXWPL",70,"98.9","6923.0"
"1628-BIZYP",1,"85","85"
"1965-AKTSX",14,"78.95","1105.30"
"0082-LDZUE",1,"44.3","44.3"
"4786-UKSNZ",1,"20.2","20.2"
"5343-SGUBI",52,"80.2","4170.4"
"0856-NAOES",6,"60.9","365.4"
"1976-AZZPJ",7,"34.2","239.4"
"7248-VZQLC",47,"85.2","4004.4"
"6156-UZDLF",26,"87.15","2265.90"
"3099-OONVS",25,"54.3","1357.5"
"9500-WBGRP",69,"19.1","1317.9"
"5183-KLYEM",72,"112.75","8118.00"
"5144-PQCDZ",4,"19.95","79.80"
"8514-VZHEB",59,"19.5","1150.5"
"6625-IUTTT",67,"65.55","4391.85"
"9355-NPPFS",26,"78.8","2048.8"
"0068-FIGTF",27,"78.2","2111.4"
"5965-GGPRW",72,"105.25","7578.00"
"8035-PWSEV",6,"89.25","535.50"
"2236-HILPA",62,"20.65","1280.30"
"1840-BIUOG",20,"68.7","1374.0"
"1356-MKYSK",6,"78.65","471.90"
"6080-LNESI",51,"24.75","1262.25"
"1830-IPXVJ",61,"19.75","1204.75"
"5828-DWPIL",62,"89.1","5524.2"
"8398-TBIYD",72,"84.7","6098.4"
"0011-IGKFF",13,"98","1274"
"4192-GORJT",5,"94.45","472.25"
"6496-SLWHQ",3,"105","315"
"9912-GVSEQ",26,"93.85","2440.10"
"2931-FSOHN",13,"59.9","778.7"
"9418-RUKPH",38,"19.95","758.10"
"5383-MMTWC",8,"84","672"
"9971-ZWPBF",34,"108.9","3702.6"
"4712-AUQZO",18,"33.6","604.8"
"9711-FJTBX",56,"85.85","4807.60"
"2908-ZTPNF",36,"34.85","1254.60"
"7240-ETPTR",9,"48.75","438.75"
"2202-CUYXZ",1,"84.85","84.85"
"5995-OIGLP",12,"56.65","679.80"
"8421-WZOOW",57,"95.3","5432.1"
"6261-RCVNS",42,"73.9","3103.8"
"7951-QKZPL",33,"24.5","808.5"
"1414-YADCW",70,"84.6","5922.0"
"8756-RDDLT",68,"44.95","3056.60"
"2862-PFNIK",1,"24.7","24.7"
"5816-QVHRX",37,"100.3","3711.1"
"4430-YHXGG",4,"25.45","101.80"
"6888-SBYAI",1,"50.7","50.7"
"7395-XWZOY",20,"55","1100"
"7169-YWAMK",72,"68.4","4924.8"
"3640-PHQXK",31,"89.9","2786.9"
"6877-LGWXO",18,"78.55","1413.90"
"6859-RKMZJ",11,"55.05","605.55"
"2729-VNVAP",33,"19.8","653.4"
"2957-JIRMN",62,"84.45","5235.90"
"2049-BAFNW",1,"35.9","35.9"
"3842-QTGDL",16,"80.75","1292.00"
"7163-OCEQI",22,"78.65","1730.30"
"9782-LGXMC",49,"61.75","3025.75"
"5975-BAICR",36,"63.7","2293.2"
"8019-ENHXU",42,"99.45","4176.90"
"5167-GBFRE",4,"25.2","100.8"
"9033-EOXWV",12,"74.05","888.60"
"4673-KKSLS",31,"87.6","2715.6"
"4853-OITSN",5,"89.15","445.75"
"9800-OUIGR",66,"20","1320"
"1324-NLTJE",15,"55","825"
"2324-EFHVG",64,"104.4","6681.6"
"7094-MSZAO",10,"20.05","200.50"
"1522-VVDMG",7,"89.75","628.25"
"6907-CQGPN",29,"34.3","994.7"
"0780-XNZFN",57,"20.65","1177.05"
"0239-OXEXL",46,"84.25","3875.50"
"2675-IJRGJ",53,"19.65","1041.45"
"7049-GKVZY",17,"79.85","1357.45"
"8577-QSOCG",38,"20.2","767.6"
"3721-CNZHX",15,"19.8","297.0"
"0212-ISBBF",22,"50.35","1107.70"
"9185-TQCVP",14,"85.15","1192.10"
"3585-YNADK",57,"74.6","4252.2"
"5271-DBYSJ",11,"79.15","870.65"
"1099-GODLO",1,"20.35","20.35"
"6828-HMKWP",12,"21.05","252.60"
"5567-WSELE",3,"94.6","283.8"
"1472-TNCWL",36,"94.7","3409.2"
"8063-RJYNF",16,"94.25","1508.00"
"0687-ZVTHB",65,"72.45","4709.25"
"2080-GKCWQ",2,"74.95","149.90"
"9661-ACXBS",42,"105.2","4418.4"
"2193-SFWQW",72,"111.95","8060.40"
"5656-JAMLX",62,"19.85","1230.70"
"3462-BJQQA",6,"89.75","538.50"
"0442-TDYUO",48,"20.05","962.40"
"6733-LRIZX",35,"108.95","3813.25"
"9503-XJUME",52,"19.65","1021.80"
"4367-NHWMM",1,"24.9","24.9"
"3727-RJMEO",6,"82.85","497.10"
"3779-OSWCF",71,"93.2","6617.2"
"6736-DHUQI",67,"84.8","5681.6"
"3915-ODIYG",60,"71.75","4305.00"
"1360-RCYRT",23,"30.35","698.05"
"2724-FJDYW",39,"54.85","2139.15"
"4451-RWASJ",15,"19.5","292.5"
"6646-VRFOL",53,"103.85","5504.05"
"3460-TJBWI",24,"24.2","580.8"
"5917-HBSDW",37,"19.35","715.95"
"5685-IIXLY",5,"83.6","418.0"
"5671-UUNXD",50,"100.65","5032.50"
"0956-ACVZC",54,"94.1","5081.4"
"2325-NBPZG",3,"74.55","223.65"
"4250-ZBWLV",68,"108.45","7374.60"
"4482-FTFFX",5,"56.15","280.75"
"8859-DZTGQ",33,"20.35","671.55"
"0440-MOGPM",41,"80.55","3302.55"
"0020-JDNXP",34,"61.25","2082.50"
"3752-CQSJI",13,"20.45","265.85"
"5025-GOOKI",20,"18.9","378.0"
"4698-KVLLG",51,"19.6","999.6"
"5095-AESKG",3,"91.5","274.5"
"2887-JPYLU",41,"45.2","1853.2"
"4770-QAZXN",13,"19.45","252.85"
"4896-CPRPF",35,"25.45","890.75"
"1871-MOWRM",12,"80.85","970.20"
"9714-EDSUC",4,"94.9","379.6"
"2027-OAQQC",43,"49.05","2109.15"
"0282-NVSJS",12,"29.3","351.6"
"9090-SGQXL",68,"105.3","7160.4"
"6595-YGXIT",25,"88.95","2223.75"
"7353-YOWFP",7,"20.25","141.75"
"9835-ZIITK",66,"110.85","7316.10"
"8008-ESFLK",53,"110.5","5856.5"
"7537-CBQUZ",63,"109.4","6892.2"
"1555-DJEQW",70,"114.2","7994.0"
"5649-TJHOV",27,"36.5","985.5"
"0519-XUZJU",1,"70.75","70.75"
"3363-EWLGO",5,"19.95","99.75"
"4750-UKWJK",37,"19.6","725.2"
"6338-AVWCY",3,"40.15","120.45"
"1689-YQBYY",12,"76.6","919.2"
"4487-ZYJZK",38,"19.6","744.8"
"2959-FENLU",9,"85.3","767.7"
"0708-LGSMF",13,"65.85","856.05"
"9253-QXKBE",29,"94.45","2739.05"
"7634-HLQJR",47,"20.05","942.35"
"0487-RPVUM",61,"99.4","6063.4"
"4079-ULGFR",16,"20","320"
"2516-XSJKX",41,"78.45","3216.45"
"0057-QBUQH",43,"25.1","1079.3"
"9445-SZLCH",36,"97.35","3504.60"
"6599-SFQVE",6,"55","330"
"8331-ZXFOE",58,"71.1","4123.8"
"4003-FUSHP",19,"61.55","1169.45"
"0356-ERHVT",11,"45.9","504.9"
"7325-ENZFI",39,"40.3","1571.7"
"4884-ZTHVF",8,"87.1","696.8"
"3920-HIHMQ",26,"49.5","1287.0"
"3055-OYMSE",53,"73.8","3911.4"
"0613-WUXUM",70,"19.2","1344.0"
"7568-PODML",1,"45.3","45.3"
"4458-KVRBJ",59,"25","1475"
"5349-IECLD",2,"94.95","189.90"
"1397-XKKWR",7,"35.3","247.1"
"3945-GFWQL",12,"44.55","534.60"
"8097-OMULG",59,"76.75","4528.25"
"6013-BHCAW",61,"81","4941"
"0401-WDBXM",72,"105.55","7599.60"
"3387-PLKUI",13,"18.8","244.4"
"6096-EGVTU",64,"24.9","1593.6"
"3797-VTIDR",1,"23.45","23.45"
"5081-NWSUP",10,"64.9","649.0"
"2580-ATZSQ",65,"61.35","3987.75"
"8085-MSNLK",62,"113.95","7064.90"
"9691-HKOVS",55,"90.15","4958.25"
"9881-VCZEP",25,"54.1","1352.5"
"9526-BIHHD",1,"29.7","29.7"
"8757-TFHHJ",1,"49.8","49.8"
"4523-WXCEF",59,"101.1","5964.9"
"1468-DEFNC",64,"24.4","1561.6"
"5119-KEPFY",36,"95","3420"
"8364-TRMMK",3,"50.65","151.95"
"0916-KNFAJ",61,"69.9","4263.9"
"8319-QBEHW",26,"39.95","1038.70"
"3063-QFSZL",1,"55.4","55.4"
"8775-LHDJH",1,"90.6","90.6"
"9625-QNLUX",68,"103.25","7021.00"
"3097-NQYSN",2,"86.85","173.70"
"4024-CSNBY",72,"94.25","6786.00"
"7110-BDTWG",71,"47.05","3340.55"
"7493-GVFIO",57,"20.55","1171.35"
"0690-SRQID",4,"19.65","78.60"
"9605-WGJVW",1,"70.2","70.2"
"9114-DPSIA",72,"81","5832"
"4700-UBQMV",21,"75.9","1593.9"
"7711-GQBZC",71,"24.7","1753.7"
"3565-UNOCC",29,"99.05","2872.45"
"4627-MIHJH",69,"110.25","7607.25"
"9795-NREXC",64,"85","5440"
"8573-CGOCC",16,"19.75","316.00"
"7356-AYNJP",4,"23.9","95.6"
"9249-FXSCK",52,"111.25","5785.00"
"5493-SDRDQ",2,"55.1","110.2"
"6286-SUUWT",1,"19.95","19.95"
"4819-HJPIW",18,"25.15","452.70"
"8654-DHAOW",2,"54.15","108.30"
"5438-QMDDL",19,"59.8","1136.2"
"9812-GHVRI",40,"83.85","3354.00"
"5553-AOINX",66,"104.9","6923.4"
"1228-ZLNBX",21,"75.3","1581.3"
"4226-KKDON",8,"66.65","533.20"
"3831-YCPUO",72,"109.5","7884.0"
"7445-WMRBW",48,"73.85","3544.80"
"3308-DGHKL",69,"19.3","1331.7"
"9924-JPRMC",72,"118.2","8510.4"
"0080-EMYVY",14,"51.45","720.30"
"6218-KNUBD",6,"59.45","356.70"
"7337-CINUD",8,"19.5","156.0"
"7609-NRNCA",17,"19.55","332.35"
"0623-EJQEG",65,"93.55","6080.75"
"7153-CHRBV",57,"59.3","3380.1"
"0871-URUWO",13,"102.25","1329.25"
"9190-MFJLN",19,"95.9","1822.1"
"6198-PNNSZ",56,"109.8","6148.8"
"3317-VLGQT",14,"78.1","1093.4"
"4132-POCZS",52,"39.9","2074.8"
"5614-DNZCE",58,"64.9","3764.2"
"1095-JUDTC",47,"95.05","4467.35"
"3896-RCYYE",67,"53.4","3577.8"
"9638-JIQYA",2,"24.9","49.8"
"3258-SANFR",6,"44.7","268.2"
"3726-TBHQT",71,"114","8094"
"3190-ITQXP",46,"20.25","931.50"
"0870-VEMYL",5,"53.85","269.25"
"4833-QTJNO",67,"83.85","5617.95"
"3039-MJSLN",3,"20.2","60.6"
"0178-CIIKR",3,"19.95","59.85"
"5385-SUIRI",52,"104.2","5418.4"
"3982-XWFZQ",42,"50.25","2110.50"
"5774-QPLTF",50,"20.35","1017.50"
"2322-VCZHZ",23,"90","2070"
"5010-IPEAQ",67,"54.2","3631.4"
"4009-ALQFH",25,"99.5","2487.5"
"6383-ZTSIW",39,"99.1","3864.9"
"8990-YOZLV",69,"66.9","4616.1"
"3069-SSVSN",1,"25.85","25.85"
"5222-IMUKT",32,"91.05","2913.60"
"3627-FCRDW",9,"71","639"
"7562-GSUHK",16,"93.2","1491.2"
"6685-XSHHU",60,"20.95","1257.00"
"8901-UPRHR",72,"109.2","7862.4"
"4903-UYAVB",5,"19.35","96.75"
"0118-JPNOY",26,"85.8","2230.8"
"6776-TLWOI",3,"19.85","59.55"
"3845-FXCYS",2,"19.65","39.30"
"5857-XRECV",2,"20.5","41.0"
"0725-CXOTM",36,"89.65","3227.40"
"4343-EJVQB",7,"74.35","520.45"
"9000-PLFUZ",60,"49.45","2967.00"
"3427-GGZZI",19,"89.1","1692.9"
"7779-ORAEL",45,"75.15","3381.75"
"0644-OQMDK",4,"70.65","282.60"
"4077-CROMM",31,"104.2","3230.2"
"3154-CFSZG",47,"90.05","4232.35"
"2868-MZAGQ",1,"79.25","79.25"
"4847-QNOKA",1,"44.9","44.9"
"2220-IAHLS",1,"19.4","19.4"
"1658-XUHBX",59,"88.75","5236.25"
"6379-RXJRQ",10,"70.1","701.0"
"2378-HTWFW",35,"91","3185"
"8650-RHRKE",4,"29.65","118.60"
"4377-VDHYI",32,"90.8","2905.6"
"0475-RIJEP",43,"77.85","3347.55"
"1260-TTRXI",4,"54.3","217.2"
"3719-TDVQB",54,"18.95","1023.30"
"6328-ZPBGN",11,"95.15","1046.65"
"0201-MIBOL",66,"102.4","6758.4"
"4937-QPZPO",61,"99.9","6093.9"
"2925-VDZHY",72,"88.7","6386.4"
"6981-TDRFT",44,"54.3","2389.2"
"3413-CSSTH",41,"55.7","2283.7"
"8033-VCZGH",50,"103.95","5197.50"
"4789-KWMXN",47,"110.85","5209.95"
"0224-NIJLP",8,"20.15","161.20"
"7542-CYDDM",18,"20.05","360.90"
"4718-WXBGI",72,"91.95","6620.40"
"2867-UIMSS",1,"80.5","80.5"
"8495-PRWFH",42,"55.65","2337.30"
"0439-IFYUN",18,"74.7","1344.6"
"5716-LIBJC",13,"104.15","1353.95"
"2868-LLSKM",68,"83.65","5688.20"
"8111-RKSPX",4,"72.2","288.8"
"2988-QRAJY",69,"110.05","7593.45"
"1585-MQSSU",17,"51.5","875.5"
"0071-NDAFP",25,"25.5","637.5"
"2856-NNASM",43,"89.55","3850.65"
"7328-ZJAJO",59,"19.5","1150.5"
"6458-CYIDZ",5,"80.7","403.5"
"8559-CIZFV",21,"77.5","1627.5"
"1090-PYKCI",69,"105.1","7251.9"
"3058-WQDRE",13,"25.15","326.95"
"7547-EKNFS",42,"95.25","4000.50"
"2279-AXJJK",52,"95.65","4973.80"
"6769-DYBQN",46,"85","3910"
"0909-SELIE",61,"80.8","4928.8"
"3417-TSCIC",29,"24.85","720.65"
"1042-HFUCW",25,"54.75","1368.75"
"4439-JMPMT",5,"85.75","428.75"
"6537-OTKMY",15,"50.75","761.25"
"8999-EXMNO",19,"20.15","382.85"
"6725-TPKJO",44,"20.05","882.20"
"2446-BEGGB",6,"98.25","589.50"
"7162-WPHPM",58,"71.6","4152.8"
"1599-MMYRQ",62,"81.45","5049.90"
"8821-KVZKQ",70,"58.4","4088.0"
"1496-GGSUK",1,"25.7","25.7"
"6434-TTGJP",10,"53.7","537.0"
"0042-JVWOJ",26,"19.6","509.6"
"0130-SXOUN",66,"89.4","5900.4"
"2575-GFSOE",7,"69","483"
"2330-PQGDQ",51,"84.2","4294.2"
"1452-UZOSF",72,"106.1","7639.2"
"2097-YVPKN",65,"25.75","1673.75"
"2842-JTCCU",2,"46.05","92.10"
"8597-CTXVJ",70,"64.95","4546.50"
"6631-HMANX",72,"85.45","6152.40"
"9962-BFPDU",1,"20.05","20.05"
"3296-SILRA",1,"76.4","76.4"
"9681-OXGVC",5,"100.5","502.5"
"6394-HHHZM",3,"20.7","62.1"
"5995-LFTLE",58,"25.3","1467.4"
"5180-UCIIQ",22,"40.05","881.10"
"1932-UEDCX",33,"100.6","3319.8"
"7153-OANIO",1,"69.95","69.95"
"5188-HGMLP",54,"74","3996"
"0665-XHDJU",72,"99.4","7156.8"
"6521-YYTYI",1,"93.3","93.3"
"8878-HMWBV",3,"49.15","147.45"
"8265-HKSOW",72,"107.45","7736.40"
"3544-FBCAS",72,"83.6","6019.2"
"5331-RGMTT",54,"99.05","5348.70"
"4759-PXTAN",59,"80.1","4725.9"
"7054-DMVAS",54,"65.3","3526.2"
"3428-MMGUB",60,"89.55","5373.00"
"6549-BTYPG",60,"60.8","3648.0"
"7823-JSOAG",3,"74.5","223.5"
"3705-RHRFR",69,"99.15","6841.35"
"9374-YOLBJ",1,"19.25","19.25"
"9074-KGVOX",50,"39.45","1972.50"
"6128-DAFVY",56,"44.85","2511.60"
"9933-QRGTX",60,"97.2","5832.0"
"4476-OSWTN",69,"110.55","7627.95"
"3751-KTZEL",1,"35.05","35.05"
"1977-STDKI",1,"73","73"
"5066-GFJMM",3,"19.9","59.7"
"2661-GKBTK",60,"76.95","4617.00"
"0458-HEUZG",13,"35.4","460.2"
"7268-WNTCP",62,"20.45","1267.90"
"0824-VWDPO",45,"96.75","4353.75"
"8409-WQJUX",25,"54.2","1355.0"
"2578-JQPHZ",44,"100.1","4404.4"
"3278-FSIXX",2,"45.25","90.50"
"5813-UECBU",33,"83.85","2767.05"
"0328-GRPMV",1,"70.1","70.1"
"9746-UGFAC",22,"20.85","458.70"
"2946-KIQSP",35,"33.45","1170.75"
"0625-AFOHS",29,"20.2","585.8"
"6726-WEXXK",27,"85.9","2319.3"
"4636-OLWOE",54,"61","3294"
"4342-HENTK",2,"70.65","141.30"
"4685-ERGHK",57,"86.9","4953.3"
"0885-HMGPY",62,"69.4","4302.8"
"5003-OKNNK",15,"20.35","305.25"
"4195-SMMNX",2,"20.35","40.70"
"7208-PSIHR",70,"104.3","7301.0"
"4012-ZTHBR",21,"44.95","943.95"
"0489-WMEMG",23,"49.45","1137.35"
"7435-ZNUYY",6,"20.6","123.6"
"1354-YZFNB",4,"19.55","78.20"
"6956-SMUCM",3,"99","297"
"2985-FMWYF",23,"93.5","2150.5"
"2812-ENYMO",26,"54.55","1418.30"
"2717-HVIZY",8,"20.05","160.40"
"3223-WZWJM",26,"83.95","2182.70"
"3422-GALYP",2,"79.45","158.90"
"9053-JZFKV",67,"116.2","7785.4"
"2530-ENDWQ",71,"93.7","6652.7"
"2890-WFBHU",59,"79.85","4711.15"
"0327-WFZSY",39,"100","3900"
"7977-HXJKU",21,"19.6","411.6"
"6615-ZGEDR",1,"19.7","19.7"
"7033-CLAMM",48,"20.2","969.6"
"4023-RTIQM",31,"50.4","1562.4"
"0864-FVJNJ",64,"113.35","7254.40"
"7356-IWLFW",46,"80","3680"
"9541-PWTWO",52,"80.95","4209.40"
"3967-VQOGC",67,"24.9","1668.3"
"7872-RDDLZ",67,"54.9","3678.3"
"9250-WYPLL",5,"75.55","377.75"
"6308-CQRBU",71,"109.25","7756.75"
"2754-XBHTB",9,"77.65","698.85"
"1597-LHYNC",26,"95","2470"
"0186-CAERR",71,"116.3","8257.3"
"3043-SUDUA",32,"19.9","636.8"
"5442-BHQNG",2,"70.35","140.70"
"2169-RRLFW",71,"25.6","1817.6"
"5872-OEQNH",60,"44.45","2667.00"
"3162-KKZXO",55,"100.15","5508.25"
"7055-VKGDA",54,"105.4","5691.6"
"0754-UKWQP",2,"95.85","191.70"
"8873-GLDMH",6,"73.85","443.10"
"5696-JVVQY",48,"70.1","3364.8"
"8946-BFWSG",63,"25.25","1590.75"
"7493-TPUWZ",1,"79.15","79.15"
"0547-HURJB",12,"21.05","252.60"
"8904-OPDCK",54,"24.95","1347.30"
"8845-LWKGE",30,"64.5","1935.0"
"1577-HKTFG",30,"19.65","589.50"
"8752-STIVR",4,"79","316"
"0691-NIKRI",40,"105.95","4238.00"
"5022-JNQEQ",9,"75.85","682.65"
"4558-FANTW",17,"91.85","1561.45"
"3249-VHRIP",62,"43.6","2703.2"
"3736-BLEPA",28,"91.25","2555.00"
"4701-LKOZD",70,"89.75","6282.50"
"6603-QWSPR",46,"104.4","4802.4"
"9921-QFQUL",23,"90.15","2073.45"
"1929-ZCBHE",47,"40.3","1894.1"
"4378-MYPGO",68,"105.25","7157.00"
"8651-ENBZX",60,"106","6360"
"4129-LYCOI",67,"104","6968"
"7798-JVXYM",14,"69.65","975.10"
"8647-SDTWQ",57,"74.3","4235.1"
"2696-ECXKC",55,"100.9","5549.5"
"2081-KJSQF",1,"20.25","20.25"
"7623-TRNQN",1,"49.9","49.9"
"3323-CPBWR",23,"96.9","2228.7"
"9330-IJWIO",13,"100.35","1304.55"
"3384-CTMSF",47,"104.1","4892.7"
"0902-RFHOF",38,"20.1","763.8"
"9286-DOJGF",38,"74.95","2848.10"
"6048-QBXKL",2,"56.55","113.10"
"9661-MHUMO",1,"49.25","49.25"
"7718-RXDGG",15,"68.6","1029.0"
"1025-FALIX",26,"69.05","1795.30"
"3451-VAWLI",35,"19.7","689.5"
"3407-QGWLG",3,"20.05","60.15"
"1842-EZJMK",50,"103.7","5185.0"
"2347-WKKAE",42,"94.4","3964.8"
"8735-DCXNF",10,"54.95","549.50"
"3214-IYUUQ",61,"93.7","5715.7"
"1936-UAFEH",68,"110.25","7497.00"
"3587-PMCOY",10,"98.9","989.0"
"8079-XRJRS",65,"89.75","5833.75"
"1027-LKKQQ",72,"80.45","5792.40"
"7148-XZPHA",55,"79.4","4367.0"
"8073-IJDCM",1,"20.3","20.3"
"5309-TAIKL",7,"62.8","439.6"
"6856-RAURS",2,"74.9","149.8"
"8778-LMWTJ",9,"74.85","673.65"
"9717-IOAAF",27,"25.85","697.95"
"8884-ADFVN",7,"101.95","713.65"
"2845-KDHVX",64,"68.3","4371.2"
"0848-SOMKO",70,"48.4","3388.0"
"2720-WGKHP",2,"94","188"
"6734-FQAJX",67,"105.05","7038.35"
"2869-ADAWR",45,"89.3","4018.5"
"1535-VTJOQ",24,"25.15","603.60"
"6368-TZZDT",4,"19.5","78.0"
"0943-ZQPXH",44,"92.95","4089.80"
"1293-BSEUN",72,"20.7","1490.4"
"9894-EZEWG",1,"74.3","74.3"
"1302-TPUBN",66,"19.35","1277.10"
"7851-FLGGQ",1,"44.65","44.65"
"0637-UBJRP",13,"84.05","1092.65"
"0940-OUQEC",10,"80.7","807.0"
"2378-VTKDH",65,"104.35","6782.75"
"0927-CNGRH",1,"19.55","19.55"
"8608-OZTLB",38,"74.05","2813.90"
"2335-GSODA",23,"40.1","922.3"
"1952-DVVSW",10,"20.1","201.0"
"0702-PGIBZ",4,"101.7","406.8"
"6656-GULJQ",72,"83.55","6015.60"
"9853-JFZDU",35,"56.85","1989.75"
"1963-VAUKV",1,"20.4","20.4"
"3777-XROBG",58,"19.55","1133.90"
"6994-FGRHH",70,"106.15","7430.50"
"4000-VGMQP",38,"78.95","3000.10"
"3999-WRNGR",60,"49.75","2985.00"
"3466-RITXD",26,"92.4","2402.4"
"2680-XKKNJ",8,"58.2","465.6"
"3058-HJCUY",41,"102.6","4206.6"
"2974-GGUXS",36,"91.95","3310.20"
"7994-XIRTR",54,"65.25","3523.50"
"3259-FDWOY",71,"106","7526"
"2101-RANCD",55,"73.1","4020.5"
"7921-BEPCI",72,"59.75","4302.00"
"0807-ZABDG",3,"55.1","165.3"
"8510-TMWYB",54,"59.8","3229.2"
"3258-ZKPAI",72,"116.6","8395.2"
"1428-IEDPR",52,"109.3","5683.6"
"5298-GSTLM",60,"101.4","6084.0"
"4450-YOOHP",39,"50.65","1975.35"
"6728-CZFEI",15,"56.15","842.25"
"5748-RNCJT",69,"106.5","7348.5"
"3653-NCRDJ",43,"19.2","825.6"
"6121-TNHBO",63,"83","5229"
"5119-NZPTV",2,"70.1","140.2"
"6519-ZHPXP",72,"108.3","7797.6"
"7739-LAXOG",32,"91.05","2913.60"
"3472-QPRCH",40,"25.25","1010.00"
"8224-UAXBZ",58,"45.35","2630.30"
"9610-WCESF",67,"43.9","2941.3"
"9776-CLUJA",51,"77.5","3952.5"
"2486-WYVVE",31,"79.3","2458.3"
"3865-ZYKAD",69,"84.9","5858.1"
"1422-DGUBX",32,"79.25","2536.00"
"2999-AANRQ",21,"71.05","1492.05"
"8668-KNZTI",52,"53.75","2795.00"
"0480-KYJVA",72,"24.25","1746.00"
"6034-ZRYCV",72,"54.2","3902.4"
"9746-YKGXB",52,"44.25","2301.00"
"3926-YZVVX",41,"50.05","2052.05"
"6000-UKLWI",41,"20.15","826.15"
"2079-FBMZK",6,"69.25","415.50"
"6332-FBZRI",67,"69.35","4646.45"
"2096-XOTMO",16,"19.35","309.60"
"3266-FTKHB",17,"19.15","325.55"
"8221-EQDGL",35,"61","2135"
"2346-LOCWC",58,"20.5","1189.0"
"6608-QQLVK",1,"50.5","50.5"
"0298-XACET",52,"50.2","2610.4"
"7560-QJAVJ",70,"79.6","5572.0"
"2995-YWTCD",19,"24.9","473.1"
"3551-HUAZH",1,"74.4","74.4"
"9137-UIYPG",35,"106.9","3741.5"
